data_object_id	obj_url	height	width	xmin	ymin	xmax	ymax	name
31356195	http://upload.wikimedia.org/wikipedia/commons/6/6f/Coleura_seychellensis.png	225	300	35.01	0	260.01	225.0	Chiroptera
31364170	http://upload.wikimedia.org/wikipedia/commons/a/a0/Triaenops_persicus.png	2226	2400	0	49.4172	2121.6	2171.0172	Chiroptera
27320132	http://upload.wikimedia.org/wikipedia/commons/5/56/Myotis-emarginatus.jpg	427	640	267.84	18.9588	592.576	343.6948	Chiroptera
23364248	http://static.inaturalist.org/photos/239745/original.jpg?1358932312	1536	2048	0	268.8	1263.0016	1531.8016	Chiroptera
27111698	http://static.inaturalist.org/photos/589510/original.JPG?1385400387	535	1024	487.3216	219.992	758.4767999999999	491.1472	Chiroptera
27111699	http://static.inaturalist.org/photos/589513/original.JPG?1385400458	768	982	352.2434	200.5248	839.0208	687.3022	Chiroptera
27057618	http://upload.wikimedia.org/wikipedia/commons/4/4f/Pteropus_seychellensis.jpg	1000	770	55.594	333.3	678.293	955.999	Chiroptera
26920758	http://upload.wikimedia.org/wikipedia/commons/e/e3/Seychelles_Fruit_Bat_-_Pteropus_seychellensis_2.jpg	2331	2736	840.7728	492.0741	2063.2176	1714.5189	Chiroptera
29297983	http://static.inaturalist.org/photos/871507/original.JPG?1400816393	1714	2048	509.5424	180.9984	2038.3744000000002	1709.8304	Chiroptera
19181605	http://www.biopix.com/photos/Pteropus-lylei--00003.JPG	425	640	131.584	16.575	475.264	360.255	Chiroptera
19886579	http://csdb.ioz.ac.cn/images/Upload_images/Animalia/Chordata/Mammalia/CHIROPTERA/Vespertilionidae/Myotis/myotis/335104E9-6A3B-49DE-90DD-94CA66AED043.jpg	333	494	53.0062	43.9893	323.0266	314.0097	Chiroptera
31345180	http://upload.wikimedia.org/wikipedia/commons/2/24/Stamps_of_Ecuador%2C_2006-009.jpg	338	454	87.9852	30.9946	381.9956	325.005	Chiroptera
29873484	http://static.inaturalist.org/photos/960705/original.JPG?1404271865	1656	2048	529.2032	110.4552	2048.0	1629.2520000000002	Chiroptera
29895195	http://upload.wikimedia.org/wikipedia/commons/1/14/Artibeus_phaeotis.jpg	2576	1540	0	600.9808	1511.356	2112.3368	Chiroptera
15241998	http://www.boldsystems.org/archive/image.php?id=bold.org/246472	332	499	85.9777	3.984	409.97839999999997	327.9847	Chiroptera
13113540	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=46072	480	648	62.6616	2.688	538.6824	478.7088	Chiroptera
32338595	http://static.inaturalist.org/photos/1547187/original.JPG?1423650860	1087	821	9.031	350.2314	691.1999	1032.4003	Chiroptera
32335493	http://static.inaturalist.org/photos/1534869/original.jpg?1423249059	640	376	17.7472	1.792	324.5632	308.60799999999995	Chiroptera
32335495	http://static.inaturalist.org/photos/1534872/original.jpg?1423249147	640	430	21.328	0	364.253	342.925	Chiroptera
24798806	http://static.inaturalist.org/photos/189323/original.jpg?1350399161	1322	882	29.3706	33.05	271.92060000000004	275.6	Chiroptera
24798805	http://static.inaturalist.org/photos/189322/original.jpg?1350399150	1322	882	36.7794	51.4258	345.4794	360.12579999999997	Chiroptera
2006185	http://www.biolib.cz/IMG/GAL/63155.jpg	600	800	121.68	56.64	645.04	580.0	Chiroptera
2006197	http://www.biolib.cz/IMG/GAL/43654.jpg	590	443	0	65.549	441.3609	506.9099	Chiroptera
2006200	http://www.biolib.cz/IMG/GAL/62444.jpg	510	680	63.784	0	559.64	495.856	Chiroptera
2006202	http://www.biolib.cz/IMG/GAL/3431.jpg	565	424	97.3504	166.336	328.176	397.1616	Chiroptera
2006206	http://www.biolib.cz/IMG/GAL/43650.jpg	510	680	145.928	92.106	514.284	460.462	Chiroptera
5815770	http://www.biolib.cz/IMG/GAL/38538.jpg	800	600	0	88.88	597.78	686.66	Chiroptera
5815772	http://www.biolib.cz/IMG/GAL/91874.jpg	750	500	2.1	75	500.0	572.9	Chiroptera
13110048	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=6567	480	911	507.3359	10.992	889.0449	392.701	Chiroptera
13111430	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=15872	480	693	99.9306	1.344	578.3778	479.7912	Chiroptera
13111524	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=6576	480	823	353.3139	0	818.7203999999999	465.4065	Chiroptera
13111686	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=46090	480	606	82.5978	0	560.7318	478.134	Chiroptera
13132539	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=46061	480	641	66.664	0	525.1072	458.4432	Chiroptera
13144883	http://eolspecies.lifedesks.org/image/view/462/_original	392	550	107.8	16.3464	440.0	348.5464	Chiroptera
